cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
Intel Pentium P6200 @ 2.13GHz,24.95,847,33.94,840,33.66,35.0,24.2,2,2010,PGA988,Laptop
Intel Xeon 3050 @ 2.13GHz,157.95,841,5.32,672,4.26,65.0,12.93,2,2009,LGA775,Server
Intel Xeon 5150 @ 2.66GHz,30.99,840,27.11,999,32.23,65.0,12.92,2,2009,LGA771,Server
AMD Opteron 275,99.95,839,8.4,445,4.45,95.0,8.83,2,2008,940,Server
Intel Xeon E5205 @ 1.86GHz,14.27,838,58.75,788,55.24,65.0,12.9,2,2012,LGA771,Server
Intel Xeon E5502 @ 1.87GHz,80.0,837,10.46,799,9.98,80.0,10.46,2,2009,LGA1366,Server
Intel Celeron E3300 @ 2.50GHz,64.78,837,12.92,1042,16.08,65.0,12.87,2,2009,LGA775,Desktop
AMD Athlon Dual Core 5000B,95.0,835,8.79,935,9.84,65.0,12.84,2,2009,AM2,Desktop
AMD Athlon 5000 Dual-Core,109.95,835,7.59,892,8.11,65.0,12.84,2,2009,"AM2,AM2+",Desktop
Intel Pentium B940 @ 2.00GHz,29.94,832,27.78,861,28.75,35.0,23.77,2,2011,PGA988,Laptop
AMD Turion II Dual-Core Mobile M520,69.1,830,12.01,927,13.41,35.0,23.71,2,2009,S1,Laptop
Intel Core2 Duo E4600 @ 2.40GHz,157.95,829,5.25,925,5.86,65.0,12.76,2,2008,LGA775,Desktop
Intel Celeron E3400 @ 2.60GHz,14.99,829,55.32,1007,67.16,65.0,12.76,2,2010,LGA775,Desktop
Intel Core2 Duo P8400 @ 2.26GHz,297.01,827,2.79,921,3.1,25.0,33.09,2,2008,BGA479,Laptop
AMD Sempron X2 180,69.4,826,11.9,865,12.47,45.0,18.35,2,2011,unknown,Unknown
Intel Core2 Duo T7700 @ 2.40GHz,129.95,825,6.35,899,6.92,35.0,23.56,2,2008,BGA479,Laptop
Intel Core2 Duo T7500 @ 2.20GHz,42.99,823,19.14,878,20.43,35.0,23.51,2,2008,BGA479,Laptop
Intel Core2 Extreme X6800 @ 2.93GHz,263.64,823,3.12,973,3.69,75.0,10.98,2,2008,PLGA775,Desktop
Intel Atom x5-Z8300 @ 1.44GHz,132.99,819,6.16,463,3.48,4.0,204.66,4,2015,UTFCBGA592,"Laptop, Mobile/Embedded"
AMD Athlon 64 X2 Dual Core 5200+,60.0,812,13.54,915,15.24,65.0,12.5,2,2008,AM2,Desktop
Intel Celeron B830 @ 1.80GHz,49.99,812,16.25,841,16.83,35.0,23.21,2,2012,rPGA988B,Laptop
Intel Core2 Duo E4700 @ 2.60GHz,26.99,811,30.04,998,36.98,65.0,12.47,2,2008,LGA775,Desktop
Intel Xeon E5503 @ 2.00GHz,130.19,804,6.18,845,6.49,80.0,10.05,2,2010,LGA1366,Server
Intel Celeron 1007U @ 1.50GHz,184.99,798,4.31,760,4.11,17.0,46.93,2,2013,FCBGA1023,Laptop
AMD Athlon 64 X2 Dual Core 5800+,29.95,797,26.6,1008,33.66,89.0,8.95,2,2009,unknown,Desktop
Intel Xeon 5130 @ 2.00GHz,48.99,795,16.22,796,16.24,65.0,12.23,2,2009,LGA771,Server
Intel Pentium E2220 @ 2.40GHz,55.0,793,14.42,892,16.23,65.0,12.21,2,2009,LGA775,Desktop
Intel Pentium T4500 @ 2.30GHz,29.95,793,26.48,911,30.42,35.0,22.66,2,2010,PGA478,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,49.95,793,15.87,778,15.58,35.0,22.65,2,2009,S1,Laptop
Intel Xeon 3040 @ 1.86GHz,25.04,789,31.52,474,18.92,65.0,12.14,2,2009,LGA775,Server
Intel Celeron B820 @ 1.70GHz,29.29,789,26.94,745,25.44,35.0,22.54,2,2012,PGA988B,Laptop
AMD Opteron 1216,54.85,781,14.23,810,14.78,103.0,7.58,2,2009,AM2,Server
Intel Celeron B810 @ 1.60GHz,79.95,775,9.69,754,9.43,35.0,22.13,2,2011,PGA988B,Laptop
Intel Core2 Duo E6400 @ 2.13GHz,29.94,772,25.79,844,28.19,65.0,11.88,2,2009,LGA775,Desktop
Intel Pentium T4300 @ 2.10GHz,98.95,771,7.79,834,8.43,35.0,22.02,2,2009,PGA478,Laptop
Intel Core2 Duo T7600 @ 2.33GHz,99.95,770,7.71,848,8.48,34.0,22.66,2,2008,"PBGA479, PPGA478",Laptop
AMD Opteron 280,280.72,765,2.72,430,1.53,95.0,8.05,2,2009,940,Server
Intel Xeon 5120 @ 1.86GHz,1474.4,763,0.52,748,0.51,65.0,11.73,2,2009,LGA771,Server
Intel Pentium T4400 @ 2.20GHz,109.95,762,6.93,862,7.84,35.0,21.77,2,2011,PGA478,Laptop
AMD Opteron 270,249.95,761,3.04,411,1.64,95.0,8.01,2,2012,940,Server
Intel Core2 Duo T6600 @ 2.20GHz,39.97,761,19.03,851,21.3,35.0,21.73,2,2009,PGA478,Laptop
AMD Athlon 64 X2 Dual Core 5000+,331.49,760,2.29,882,2.66,65.0,11.69,2,2008,AM2,Desktop
Intel Atom Z3775 @ 1.46GHz,500.0,754,1.51,538,1.08,4.0,188.38,4,2014,UTFCBGA1380,Laptop
Intel Pentium E2200 @ 2.20GHz,54.0,752,13.93,841,15.57,65.0,11.57,2,2009,LGA775,Desktop
AMD Athlon Dual Core 5050e,60.0,748,12.46,875,14.58,45.0,16.61,2,2009,AM2,Desktop
Intel Core2 Duo P7450 @ 2.13GHz,39.99,747,18.68,821,20.53,25.0,29.88,2,2009,PGA478,Laptop
AMD Opteron 180,119.95,746,6.22,874,7.29,110.0,6.78,2,2009,939,Server
Intel Core2 Duo SL9400 @ 1.86GHz,253.0,743,2.94,767,3.03,17.0,43.7,2,2009,BGA956,Laptop
Intel Core2 Duo T8100 @ 2.10GHz,999.99,739,0.74,836,0.84,35.0,21.13,2,2008,BGA479,Laptop
AMD Turion 64 X2 Mobile TL-62,29.0,738,25.44,758,26.12,35.0,21.08,2,2009,S1,Laptop
Intel Atom Z3770 @ 1.46GHz,149.44,738,4.94,542,3.63,4.0,184.46,4,2013,UTFCBGA1380,Laptop
AMD Athlon Dual Core 4850e,39.0,735,18.85,879,22.53,45.0,16.33,2,2009,AM2,Desktop
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,45.0,730,16.22,828,18.4,35.0,20.86,2,2009,S1,Laptop
Intel Core2 Duo P7350 @ 2.00GHz,19.99,727,36.38,787,39.35,25.0,29.09,2,2008,BGA479,Laptop
AMD A4-3305M APU,20.81,727,34.91,819,39.36,35.0,20.76,2,2012,FS1,Laptop
Intel Core2 Duo T7200 @ 2.00GHz,61.83,723,11.69,756,12.22,34.0,21.27,2,2008,"PBGA479, PPGA478",Laptop
AMD Athlon 64 X2 Dual Core 4800+,149.95,722,4.82,885,5.9,65.0,11.11,2,2008,AM2,Desktop
Intel Core2 Duo E4500 @ 2.20GHz,11.0,718,65.32,820,74.56,65.0,11.05,2,2008,LGA775,Desktop
Intel Core2 Duo T6570 @ 2.10GHz,38.5,718,18.65,824,21.41,35.0,20.52,2,2009,PGA478,Laptop
AMD Athlon 64 X2 Dual Core 4600+,349.95,716,2.05,839,2.4,65.0,11.02,2,2008,AM2,Desktop
Intel Pentium T4200 @ 2.00GHz,98.95,715,7.23,788,7.96,35.0,20.43,2,2009,PGA478,Laptop
Intel Core2 Duo E6420 @ 2.13GHz,39.99,714,17.86,783,19.58,65.0,10.99,2,2008,PLGA775,Desktop
AMD Athlon II P360 Dual-Core,19.95,711,35.65,879,44.04,25.0,28.45,2,2011,S1g4,Unknown
Intel Core2 Duo T6400 @ 2.00GHz,14.99,708,47.24,794,52.97,35.0,20.23,2,2009,PGA478,Laptop
Intel Core2 Duo T7400 @ 2.16GHz,149.95,702,4.68,774,5.16,34.0,20.65,2,2010,BGA479,Laptop
AMD Athlon Dual Core 4450e,14.48,698,48.22,812,56.08,45.0,15.52,2,2009,AM2,Desktop
AMD Opteron 1214,86.35,696,8.07,830,9.61,103.0,6.76,2,2009,AM2,Server
Intel Core2 Duo T6500 @ 2.10GHz,14.99,696,46.44,836,55.74,35.0,19.89,2,2009,PGA478,Laptop
AMD Athlon II Dual-Core M320,30.0,696,23.19,831,27.69,35.0,19.87,2,2009,unknown,Unknown
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,61.0,695,11.39,820,13.44,35.0,19.84,2,2009,S1,Laptop
Intel Core2 Duo T7300 @ 2.00GHz,53.99,693,12.84,772,14.31,35.0,19.8,2,2008,BGA479,Laptop
AMD Athlon 64 X2 Dual Core 4400+,298.95,691,2.31,787,2.63,65.0,10.63,2,2008,AM2,Desktop
Intel Celeron G470 @ 2.00GHz,35.15,691,19.67,937,26.67,35.0,19.75,1,2014,LGA1155,Desktop
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,39.95,689,17.25,758,18.98,35.0,19.69,2,2009,S1,Laptop
Intel Core2 Duo T7250 @ 2.00GHz,201.48,688,3.41,771,3.82,35.0,19.65,2,2009,BGA479,Laptop
AMD Athlon Dual Core 4450B,31.0,684,22.05,780,25.15,45.0,15.19,2,2009,AM2+,Desktop
AMD A4-3300M APU,29.99,683,22.79,766,25.55,65.0,10.51,2,2011,FM1,Laptop
AMD Athlon II X2 270u,67.67,675,9.98,791,11.69,25.0,27.02,2,2010,AM3,Desktop
AMD Turion 64 X2 Mobile TL-64,39.39,675,17.14,702,17.81,35.0,19.29,2,2009,S1,Laptop
AMD Athlon II P320 Dual-Core,19.95,674,33.78,811,40.64,25.0,26.96,2,2010,unknown,Unknown
AMD Athlon II P340 Dual-Core,39.95,673,16.84,827,20.71,25.0,26.91,2,2010,S1g4,Unknown
AMD Athlon 64 X2 Dual Core 4200+,109.95,672,6.12,786,7.15,89.0,7.56,2,2008,AM2,Desktop
Intel Pentium E2180 @ 2.00GHz,19.5,671,34.42,748,38.36,65.0,10.33,2,2008,LGA775,Desktop
Intel Celeron E1400 @ 2.00GHz,14.0,671,47.91,746,53.28,65.0,10.32,2,2009,LGA775,Desktop
Intel Core2 Duo T5750 @ 2.00GHz,9.99,667,66.76,735,73.57,35.0,19.06,2,2008,Socket P,Laptop
AMD Turion X2 Dual-Core Mobile RM-72,224.26,666,2.97,751,3.35,35.0,19.03,2,2008,S1,Laptop
AMD E2-3000M APU,42.98,665,15.48,735,17.11,35.0,19.01,2,2011,FS1,Laptop
Intel Celeron N3060 @ 1.60GHz,282.0,664,2.36,629,2.23,6.0,110.69,2,2016,unknown,Laptop
AMD Athlon II X2 260u,83.44,663,7.94,703,8.42,25.0,26.5,2,2010,AM3,Desktop
AMD Turion Dual-Core RM-75,21.49,659,30.65,444,20.67,35.0,18.82,2,2009,S1,Laptop
Intel Celeron E1500 @ 2.20GHz,19.65,649,33.02,785,39.95,65.0,9.98,2,2009,LGA775,Desktop
Intel Celeron B800 @ 1.50GHz,24.99,649,25.98,645,25.83,35.0,18.55,2,2011,PGA988B,Laptop
AMD Turion Dual-Core RM-72,29.99,649,21.63,725,24.16,35.0,18.53,2,2009,S1,Laptop
Intel Pentium T3400 @ 2.16GHz,79.95,645,8.06,722,9.03,35.0,18.42,2,2009,PPGA478,Laptop
Intel Pentium T3200 @ 2.00GHz,12.0,644,53.69,717,59.73,35.0,18.41,2,2009,PPGA478,Laptop
Intel Core2 Duo T7100 @ 1.80GHz,14.99,643,42.89,714,47.61,35.0,18.37,2,2009,BGA479,Laptop
AMD A4-3320M APU,39.0,640,16.42,656,16.82,35.0,18.29,2,2012,FS1,Laptop
Intel Pentium E2160 @ 1.80GHz,89.0,636,7.14,683,7.67,65.0,9.78,2,2008,LGA775,Desktop
Intel Pentium 2129Y @ 1.10GHz,134.0,635,4.74,587,4.38,10.0,63.52,2,2014,FCBGA1023,Laptop
Intel Core2 Duo E4400 @ 2.00GHz,42.5,632,14.88,753,17.73,65.0,9.73,2,2008,LGA775,Desktop
AMD Turion 64 X2 Mobile TL-66,89.0,627,7.04,816,9.17,35.0,17.9,2,2009,S1,Laptop
Celeron Dual-Core T3300 @ 2.00GHz,14.97,627,41.91,692,46.19,35.0,17.93,2,2010,μFCPGA-478,Laptop
AMD Turion X2 Dual-Core Mobile RM-74,14.95,623,41.71,730,48.81,35.0,17.81,2,2009,S1,Laptop
Intel Pentium 957 @ 1.20GHz,134.0,622,4.64,574,4.28,17.0,36.59,2,2011,FCBGA1023,Laptop
Intel Atom Z3745 @ 1.33GHz,30.0,621,20.72,435,14.51,4.0,155.37,4,2014,UTFCBGA1380,Laptop
AMD Athlon 64 X2 QL-65,22.0,609,27.69,653,29.67,35.0,17.41,2,2009,S1,Laptop
AMD Athlon II X2 250u,24.95,604,24.22,632,25.32,25.0,24.17,2,2010,AM3,Desktop
Intel Xeon 5110 @ 1.60GHz,35.0,600,17.14,606,17.32,65.0,9.23,2,2009,LGA771,Server
Intel Core2 Duo E6320 @ 1.86GHz,39.99,597,14.92,642,16.05,65.0,9.18,2,2008,PLGA775,Desktop
AMD Athlon 64 X2 Dual Core 3600+,68.25,596,8.73,686,10.05,65.0,9.17,2,2008,AM2,Desktop
Intel Atom S1260 @ 2.00GHz,64.0,596,9.31,224,3.5,8.5,70.08,2,2013,FCBGA1283,Server
AMD Opteron 1212,290.0,593,2.04,729,2.51,103.0,5.75,2,2009,AM2,Server
Intel Celeron N3050 @ 1.60GHz,170.0,592,3.48,564,3.32,6.0,98.69,2,2015,FCBGA1170,Laptop
Intel Core2 Duo E6300 @ 1.86GHz,127.61,592,4.64,693,5.43,65.0,9.11,2,2008,"LGA775, PLGA775",Desktop
AMD Turion 64 X2 Mobile TL-60,15.95,591,37.07,688,43.15,31.0,19.07,2,2009,S1,Laptop
AMD Athlon X2 Dual Core BE-2300,60.0,570,9.5,644,10.73,45.0,12.67,2,2009,AM2,Desktop
AMD Sempron Dual Core 2200,39.95,563,14.09,649,16.24,65.0,8.66,2,2009,unknown,Unknown
Intel Celeron 867 @ 1.30GHz,55.7,562,10.08,584,10.49,17.0,33.03,2,2012,BGA1023,Laptop
AMD Sempron 2650 APU,84.97,561,6.6,475,5.59,25.0,22.42,2,2014,"AM1,FSB1",Desktop
Intel Core2 Duo E4300 @ 1.80GHz,42.5,561,13.21,665,15.65,65.0,8.64,2,2009,LGA775,Desktop
AMD Turion Dual-Core RM-70,25.0,561,22.46,548,21.9,31.0,18.11,2,2008,S1,Laptop
Intel Atom Z3735E @ 1.33GHz,117.0,557,4.76,478,4.08,4.4,126.59,4,2014,UTFCBGA1380,Laptop
AMD Sempron Dual Core 2300,41.99,555,13.22,697,16.6,65.0,8.54,2,2009,unknown,Unknown
Intel Pentium E2140 @ 1.60GHz,79.95,549,6.87,605,7.56,65.0,8.45,2,2008,"LGA775, PLGA775",Desktop
Intel Atom Z3735F @ 1.33GHz,500.0,544,1.09,390,0.78,4.4,123.73,4,2014,UTFCBGA592,Laptop
Intel Celeron N2830 @ 2.16GHz,149.99,542,3.62,630,4.2,7.5,72.33,2,2014,FCBGA1170,Laptop
Intel Pentium T2330 @ 1.60GHz,149.95,536,3.57,572,3.82,35.0,15.31,2,2009,PPGA478,Laptop
AMD Sempron Dual Core 2100,37.99,533,14.04,596,15.69,65.0,8.21,2,2009,unknown,Unknown
Intel Atom C2350 @ 1.74GHz,43.0,532,12.38,496,11.53,6.0,88.7,2,2021,FCBGA1283,Server
AMD Opteron 165,550.0,531,0.97,638,1.16,110.0,4.83,2,2009,939,Server
AMD Athlon 64 X2 Dual-Core TK-55,72.74,525,7.21,613,8.42,35.0,14.99,2,2008,unknown,Unknown
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,49.95,521,10.44,628,12.58,32.0,16.29,2,2009,S1,Laptop
Celeron Dual-Core T3100 @ 1.90GHz,32.0,519,16.22,566,17.68,35.0,14.83,2,2009,BGA479,Laptop
Intel Celeron T1600 @ 1.66GHz,19.99,519,25.99,628,31.44,35.0,14.84,2,2009,unknown,Laptop
AMD Sempron 145,35.99,505,14.04,989,27.47,45.0,11.23,1,2010,AM3,Desktop
AMD Sempron 130,30.0,501,16.69,1064,35.47,45.0,11.13,1,2012,AM2+/AM3,Unknown
Intel Pentium T2370 @ 1.73GHz,35.0,500,14.27,546,15.6,35.0,14.27,2,2008,PPGA478,Laptop
AMD Sempron 150,14.95,498,33.32,1079,72.16,45.0,11.07,1,2011,AM3,Desktop
AMD Turion X2 Dual Core Mobile RM-70,132.56,497,3.75,504,3.8,31.0,16.02,2,2009,S1,Laptop
Intel Celeron G460 @ 1.80GHz,55.0,494,8.99,720,13.09,35.0,14.13,1,2012,LGA1155,Desktop
Intel Celeron E1200 @ 1.60GHz,99.95,492,4.93,628,6.28,65.0,7.58,2,2008,LGA775,Desktop
Intel Core2 Duo T5250 @ 1.50GHz,89.95,483,5.37,542,6.03,35.0,13.81,2,2008,PGA478,Laptop
Intel Celeron G465 @ 1.90GHz,40.0,480,12.0,739,18.49,35.0,13.71,1,2012,LGA1155,Desktop
AMD Sempron 140,11.95,471,39.42,1044,87.38,45.0,10.47,1,2009,AM3,Desktop
Intel Celeron 847 @ 1.10GHz,315.0,470,1.49,483,1.53,17.0,27.62,2,2011,BGA1023,Laptop
Intel Celeron N2820 @ 2.13GHz,225.0,469,2.09,583,2.59,7.5,62.58,2,2014,FCBGA1170,Laptop
Intel Pentium Extreme Edition 955 @ 3.46GHz,31.23,469,15.02,515,16.49,130.0,3.61,2,2009,PLGA775,Desktop
AMD Turion 64 X2 Mobile TL-56,65.4,453,6.93,579,8.85,31.0,14.62,2,2009,S1,Laptop
Intel Celeron 450 @ 2.20GHz,38.99,445,11.41,613,15.73,35.0,12.71,1,2009,LGA775,Desktop
AMD Turion 64 X2 Mobile TL-50,18.99,436,22.97,525,27.65,31.0,14.07,2,2009,S1,Laptop
AMD Athlon LE-1640,89.95,430,4.78,489,5.44,45.0,9.55,1,2009,AM2,Desktop
Intel Celeron G440 @ 1.60GHz,100.0,426,4.26,739,7.39,35.0,12.17,1,2012,LGA1155,Desktop
AMD Athlon LE-1620,18.0,421,23.4,475,26.38,45.0,9.36,1,2009,AM2,Desktop
Intel Celeron N2810 @ 2.00GHz,139.99,420,3.0,512,3.66,7.5,55.98,2,2013,FCBGA1170,Laptop
AMD Athlon LE-1600,21.0,412,19.63,430,20.49,45.0,9.16,1,2009,AM2,Desktop
AMD Athlon 1640B,50.0,412,8.23,462,9.25,45.0,9.14,1,2009,AM2,Desktop
Intel Celeron 900 @ 2.20GHz,18.99,409,21.52,851,44.8,34.8,11.74,1,2009,PGA478,Laptop
Intel Core Duo T2500 @ 2.00GHz,119.99,408,3.4,613,5.11,31.0,13.15,2,2009,BGA479,Laptop
AMD Athlon 64 FX-55,65.0,404,6.22,505,7.77,104.0,3.89,1,2009,939,Desktop
Intel Atom D510 @ 1.66GHz,97.16,404,4.16,292,3.01,13.0,31.11,2,2010,BGA559,Desktop
Intel Xeon 3.60GHz,851.0,403,0.47,643,0.76,110.0,3.67,1,2009,PPGA604,Server
AMD Sempron LE-1300,27.0,400,14.81,389,14.42,45.0,8.89,1,2009,AM2,Desktop
AMD Athlon 64 3500+,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
AMD Athlon 64 3700+,89.95,394,4.38,435,4.83,89.0,4.42,1,2008,939,Desktop
AMD Opteron 150,352.94,393,1.11,471,1.34,85.3,4.6,1,2009,939,Server
Intel Xeon 3.80GHz,851.0,393,0.46,594,0.7,110.0,3.57,1,2009,PPGA604,Server
AMD Athlon II Neo K325 Dual-Core,25.99,387,14.89,472,18.17,12.0,32.25,2,2010,unknown,Laptop
Intel Atom E3825 @ 1.33GHz,70.32,385,5.47,370,5.26,6.0,64.14,2,2014,FCBGA1170,Desktop
AMD V140,39.95,379,9.48,869,21.76,25.0,15.16,1,2010,S1,Laptop
AMD Athlon 64 3400+,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
Intel Celeron 440 @ 2.00GHz,49.99,368,7.37,444,8.88,35.0,10.52,1,2009,LGA775,Desktop
Intel Celeron 560 @ 2.13GHz,69.95,365,5.21,498,7.12,31.0,11.76,1,2009,PGA478,Laptop
AMD Sempron 3600+,15.0,364,24.24,377,25.13,62.0,5.86,1,2009,AM2,Desktop
AMD Sempron 3800+,14.99,360,24.03,422,28.17,62.0,5.81,1,2008,AM2,Desktop
AMD Athlon II 160u,29.99,358,11.93,717,23.89,20.0,17.89,1,2010,unknown,Desktop
AMD Athlon II 170u,24.0,357,14.86,728,30.34,20.0,17.83,1,2010,"AM2+,AM3",Desktop
AMD Sempron LE-1200,14.95,349,23.32,551,36.89,45.0,7.75,1,2009,AM2,Desktop
Intel Core Duo T2400 @ 1.83GHz,16.0,349,21.81,511,31.94,31.0,11.26,2,2009,BGA479,Laptop
Intel Pentium T2080 @ 1.73GHz,159.95,348,2.18,530,3.31,31.0,11.23,2,2008,PGA478,Laptop
AMD Opteron 146,35.0,346,9.88,400,11.43,67.0,5.16,1,2009,939,Server
AMD Athlon 64 4000+,99.95,340,3.4,565,5.65,62.0,5.49,1,2008,AM2,Unknown
AMD Athlon 64 3200+,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
Intel Atom N570 @ 1.66GHz,86.0,335,3.89,282,3.28,8.5,39.4,2,2011,BGA559,Laptop
AMD Turion 64 Mobile ML-37,25.99,334,12.86,510,19.61,35.0,9.55,1,2009,754,Laptop
AMD Opteron 144,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
AMD Sempron 3300+,20.0,315,15.74,394,19.68,62.0,5.08,1,2008,754,Desktop
AMD Sempron LE-1100,34.95,315,9.02,509,14.56,45.0,7.01,1,2009,AM2,Desktop
AMD Athlon 64 3000+,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
AMD Sempron LE-1250,99.99,301,3.01,508,5.08,45.0,6.68,1,2009,AM2,Desktop
Intel Celeron 550 @ 2.00GHz,54.95,301,5.47,613,11.16,31.0,9.7,1,2009,BGA479,Laptop
AMD Sempron 3100+,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
AMD Athlon 64 2800+,99.99,295,2.95,375,3.75,89.0,3.32,1,2009,754,Unknown
Intel Celeron 430 @ 1.80GHz,49.99,293,5.86,630,12.59,35.0,8.37,1,2009,LGA775,Desktop
AMD Athlon 64 3800+,131.01,292,2.23,461,3.52,45.0,6.5,1,2009,AM2,Unknown
AMD Sempron 3400+,86.68,292,3.37,346,3.99,62.0,4.71,1,2008,AM2,Desktop
AMD Athlon 2800+,109.95,291,2.65,439,3.99,89.0,3.27,1,2009,754,Unknown
AMD Sempron 3200+,124.68,288,2.31,356,2.85,62.0,4.65,1,2009,AM2,Desktop
AMD Sempron SI-40,12.0,288,24.02,631,52.58,25.0,11.53,1,2009,S1,Laptop
Intel Celeron 540 @ 1.86GHz,20.95,283,13.5,496,23.65,30.0,9.43,1,2009,PGA478,Laptop
AMD Athlon 2650e,19.0,274,14.43,304,16.0,15.0,18.28,1,2009,AM2,Desktop
AMD Sempron 3000+,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
Intel Celeron 530 @ 1.73GHz,13.0,268,20.62,468,35.97,27.0,9.93,1,2009,PGA478,Laptop
Intel Atom N550 @ 1.50GHz,86.0,265,3.08,243,2.82,8.5,31.16,2,2010,BGA559,Laptop
AMD Athlon XP 3000+,79.7,262,3.29,396,4.97,62.0,4.22,1,2009,Socket A,Desktop
AMD Sempron SI-42,29.99,261,8.7,650,21.69,25.0,10.44,1,2009,S1,Laptop
AMD Sempron LE-1150,14.94,251,16.82,477,31.92,45.0,5.59,1,2009,AM2,Desktop
AMD Sempron 2800+,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
Intel Celeron 420 @ 1.60GHz,49.95,235,4.71,471,9.43,35.0,6.72,1,2009,LGA775,Desktop
AMD Sempron 3500+,24.99,232,9.28,264,10.56,62.0,3.74,1,2009,AM2,Desktop
Intel Atom D425 @ 1.80GHz,992.98,222,0.22,320,0.32,10.0,22.2,1,2011,BGA559,Desktop
AMD Athlon XP 1800+,50.95,195,3.83,301,5.9,66.0,2.96,1,2009,Socket A,Desktop
AMD Athlon XP 2000+,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
Intel Atom D410 @ 1.66GHz,635.99,177,0.28,254,0.4,10.0,17.7,1,2010,BGA559,Desktop
AMD Athlon XP 1700+,51.25,176,3.44,272,5.3,64.0,2.75,1,2009,Socket A (462),Desktop
Intel Atom E3815 @ 1.46GHz,135.0,159,1.17,238,1.76,5.0,31.7,1,2014,FCBGA1170,Desktop
